danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track.duration_ms,year,country,performer,song,performance,decade,ID,Region,BroadRegion,Period
0.266,0.598,10,-4.362,1,0.0351,0.632,0,0.209,0.512,171.666,4,209786,1975,Spain,Sergio & Est<ed>baliz,T<fa> Volver<e1>s,1975 Spain,1970,0.266 0.598 10 -4.362 1 0.0351 0.632 0 0.209 0.512 171.666,Southern Europe,Southern,Early
0.381,0.554,0,-6.448,0,0.0309,0.435,0,0.136,0.48,184.905,4,206400,1975,Sweden,Lars Berghagen and the Dolls,"Jennie, Jennie",1975 Sweden,1970,0.381 0.554 0 -6.448 0 0.0309 0.435 0 0.136 0.48 184.905,Nordic,Northern_Europe,Early
0.392,0.615,5,-6.403,0,0.0485,0.836,0.000143,0.213,0.348,91.999,4,175442,1975,Turkey,Semiha Yanki,Seninle Bir Dakika,1975 Turkey,1970,0.392 0.615 5 -6.403 0 0.0485 0.836 0.000143 0.213 0.348 91.999,Hellenic/Anatolian,Southern,Early
0.616,0.457,0,-9.277,1,0.0277,0.226,0,0.22,0.809,87.212,4,171666,1975,United Kingdom,The Shadows,Let Me Be The One,1975 United Kingdom,1970,0.616 0.457 0 -9.277 1 0.0277 0.226 0 0.22 0.809 87.212,Western Europe,Western_Europe_Australia,Early
0.497,0.615,0,-7.991,1,0.0297,0.0425,0,0.0757,0.527,116.531,4,218573,1975,Yugoslavia,Pepel In Kri,Dan Ljubezni,1975 Yugoslavia,1970,0.497 0.615 0 -7.991 1 0.0297 0.0425 0 0.0757 0.527 116.531,Balkans,Eastern_Europe,Early
0.458,0.599,4,-10.372,0,0.0278,0.0555,0.00629,0.16,0.409,144.908,4,171800,1976,Belgium,Pierre Rapsat,Judy Et Cie.,1976 Belgium,1970,0.458 0.599 4 -10.372 0 0.0278 0.0555 0.00629 0.16 0.409 144.908,Western Europe,Western_Europe_Australia,Early
0.684,0.62,7,-13.176,1,0.0646,0.0344,0,0.0925,0.752,132.398,4,182959,1976,Finland,Fredi and The Friends,Pump-pump,1976 Finland,1970,0.684 0.62 7 -13.176 1 0.0646 0.0344 0 0.0925 0.752 132.398,Nordic,Northern_Europe,Early
0.678,0.673,9,-8.675,1,0.0305,0.209,2.02E-05,0.0873,0.884,140.752,4,150976,1976,France,Catherine Ferry,"Un, Deux, Trois",1976 France,1970,0.678 0.673 9 -8.675 1 0.0305 0.209 2.02e-05 0.0873 0.884 140.752,Western Europe,Western_Europe_Australia,Early
0.404,0.518,4,-10.395,1,0.0571,0.264,0,0.0995,0.936,165.585,4,182360,1976,Germany,Les Humphries Singers,"Sing, Sang, Song",1976 Germany,1970,0.404 0.518 4 -10.395 1 0.0571 0.264 0 0.0995 0.936 165.585,Central Europe,Central_Europe,Early
0.327,0.373,9,-15.149,1,0.0297,0.518,0.0467,0.112,0.346,79.747,4,177573,1976,Ireland,Red Hurley,When,1976 Ireland,1970,0.327 0.373 9 -15.149 1 0.0297 0.518 0.0467 0.112 0.346 79.747,Western Europe,Western_Europe_Australia,Early
0.424,0.554,0,-7.066,0,0.0299,0.662,3.62E-06,0.519,0.886,184.697,4,170553,1976,Israel,"Chocolate, Menta, Mastik",Emor Shalom,1976 Israel,1970,0.424 0.554 0 -7.066 0 0.0299 0.662 3.62e-06 0.519 0.886 184.697,Hellenic/Anatolian,Southern,Early
0.472,0.784,10,-6.226,1,0.0875,0.224,0,0.951,0.257,104.148,4,316066,1976,Italy,Romina and Al Bano,We'll Live It All Again,1976 Italy,1970,0.472 0.784 10 -6.226 1 0.0875 0.224 0 0.951 0.257 104.148,Southern Europe,Southern,Early
0.448,0.327,7,-9.339,1,0.028,0.681,0.00485,0.266,0.472,110.148,4,184146,1976,Netherlands,Sandra Reemer,The Party's Over Now,1976 Netherlands,1970,0.448 0.327 7 -9.339 1 0.028 0.681 0.00485 0.266 0.472 110.148,Western Europe,Western_Europe_Australia,Early
0.548,0.711,1,-5.933,1,0.0299,0.664,6.75E-05,0.292,0.766,128.624,4,183426,1976,Norway,Anne-Karine Str<f6>m,Mata Hari,1976 Norway,1970,0.548 0.711 1 -5.933 1 0.0299 0.664 6.75e-05 0.292 0.766 128.624,Nordic,Northern_Europe,Early
0.427,0.409,1,-8.43,1,0.0335,0.556,0.0104,0.289,0.283,101.475,3,154293,1976,Portugal,Carlos do Carmo,Uma Flor De Verde Pinho,1976 Portugal,1970,0.427 0.409 1 -8.43 1 0.0335 0.556 0.0104 0.289 0.283 101.475,Southern Europe,Southern,Early
0.405,0.479,9,-9.362,1,0.044,0.25,0,0.339,0.48,171.826,4,181173,1976,Spain,Braulio,Sobran Las Palabras,1976 Spain,1970,0.405 0.479 9 -9.362 1 0.044 0.25 0 0.339 0.48 171.826,Southern Europe,Southern,Early
0.352,0.729,3,-8.706,1,0.149,0.691,0,0.118,0.517,90.871,4,168973,1976,Switzerland,"Peter, Sue and Marc","Djambo, Djambo",1976 Switzerland,1970,0.352 0.729 3 -8.706 1 0.149 0.691 0 0.118 0.517 90.871,Central Europe,Central_Europe,Early
0.544,0.556,7,-11.006,1,0.0887,0.303,0,0.107,0.835,184.809,4,184733,1976,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,1976 United Kingdom,1970,0.544 0.556 7 -11.006 1 0.0887 0.303 0 0.107 0.835 184.809,Western Europe,Western_Europe_Australia,Early
0.642,0.436,0,-11.192,1,0.0333,0.834,3.39E-06,0.162,0.775,103.497,4,167000,1977,Finland,Monica Aspelund,Lapponia,1977 Finland,1970,0.642 0.436 0 -11.192 1 0.0333 0.834 3.39e-06 0.162 0.775 103.497,Nordic,Northern_Europe,Early
0.644,0.485,0,-9.804,0,0.068,0.715,0,0.475,0.568,121.303,4,185120,1977,France,Marie Myriam,L'oiseau Et L'enfant,1977 France,1970,0.644 0.485 0 -9.804 0 0.068 0.715 0 0.475 0.568 121.303,Western Europe,Western_Europe_Australia,Early
0.759,0.827,9,-5.516,1,0.0756,0.101,0,0.0366,0.774,124.881,4,177426,1977,Germany,Silver Convention,Telegram,1977 Germany,1970,0.759 0.827 9 -5.516 1 0.0756 0.101 0 0.0366 0.774 124.881,Central Europe,Central_Europe,Early
0.659,0.619,5,-7.023,0,0.0387,0.209,0,0.0541,0.878,141.721,4,181280,1977,Greece,"Pascalis, Marianna, Robert and Bessy",Mathima Solfez,1977 Greece,1970,0.659 0.619 5 -7.023 0 0.0387 0.209 0 0.0541 0.878 141.721,Hellenic/Anatolian,Southern,Early
0.27,0.284,4,-17.806,1,0.0309,0.918,9.58E-06,0.137,0.465,94.111,4,182093,1977,Israel,Ilanit,Ah-haa-vah Hee Shir Lish-naa-yim,1977 Israel,1970,0.27 0.284 4 -17.806 1 0.0309 0.918 9.58e-06 0.137 0.465 94.111,Hellenic/Anatolian,Southern,Early
0.575,0.803,0,-7.027,1,0.0313,0.0188,0.00245,0.0599,0.96,112.495,4,243040,1977,Italy,Mia Martini,Liber<e0>,1977 Italy,1970,0.575 0.803 0 -7.027 1 0.0313 0.0188 0.00245 0.0599 0.96 112.495,Southern Europe,Southern,Early
0.591,0.515,2,-8.702,0,0.0305,0.541,0,0.269,0.659,90.274,4,173480,1977,Monaco,Mich<e8>le Torr,Une Petite Fran<e7>aise,1977 Monaco,1970,0.591 0.515 2 -8.702 0 0.0305 0.541 0 0.269 0.659 90.274,Western Europe,Western_Europe_Australia,Early
0.628,0.841,4,-2.865,1,0.0408,0.666,1.45E-05,0.625,0.631,114.595,4,136480,1977,Norway,Anita Skorgan,Casanova,1977 Norway,1970,0.628 0.841 4 -2.865 1 0.0408 0.666 1.45e-05 0.625 0.631 114.595,Nordic,Northern_Europe,Early
0.731,0.488,4,-13.769,1,0.356,0.73,0.00745,0.732,0.967,177.215,4,283066,1977,Spain,Micky,Ense<f1>ame A Cantar,1977 Spain,1970,0.731 0.488 4 -13.769 1 0.356 0.73 0.00745 0.732 0.967 177.215,Southern Europe,Southern,Early
0.661,0.819,10,-4.705,1,0.0404,0.264,0.0319,0.261,0.824,112.85,4,169305,1977,Sweden,Forbes,Beatles,1977 Sweden,1970,0.661 0.819 10 -4.705 1 0.0404 0.264 0.0319 0.261 0.824 112.85,Nordic,Northern_Europe,Early
0.63,0.899,8,-7.985,1,0.108,0.159,0,0.103,0.81,145.629,4,178506,1977,Switzerland,Pepe Lienhard Band,Swiss Lady,1977 Switzerland,1970,0.63 0.899 8 -7.985 1 0.108 0.159 0 0.103 0.81 145.629,Central Europe,Central_Europe,Early
0.399,0.367,6,-13.251,1,0.0406,0.847,5.27E-05,0.0973,0.313,81.057,4,166095,1978,Belgium,Jean Vall<e9>e,L'amour <e7>a Fait Chanter La Vie,1978 Belgium,1970,0.399 0.367 6 -13.251 1 0.0406 0.847 5.27e-05 0.0973 0.313 81.057,Western Europe,Western_Europe_Australia,Middle
0.393,0.819,7,-4.414,1,0.0308,0.013,1.40E-06,0.319,0.895,112.919,4,178573,1978,Denmark,Mabel,Boom Boom,1978 Denmark,1970,0.393 0.819 7 -4.414 1 0.0308 0.013 1.4e-06 0.319 0.895 112.919,Nordic,Northern_Europe,Middle
0.52,0.304,7,-9.028,1,0.0362,0.848,0,0.0884,0.385,80.338,4,158266,1978,Finland,Seija Simola,Anna Rakkaudelle Tilaisuus,1978 Finland,1970,0.52 0.304 7 -9.028 1 0.0362 0.848 0 0.0884 0.385 80.338,Nordic,Northern_Europe,Middle
0.548,0.887,0,-5.427,0,0.0828,0.0592,0,0.267,0.621,131.316,4,183466,1978,Germany,Ireen Sheer,Feuer,1978 Germany,1970,0.548 0.887 0 -5.427 0 0.0828 0.0592 0 0.267 0.621 131.316,Central Europe,Central_Europe,Middle
0.497,0.43,7,-9.78,1,0.0438,0.836,0,0.319,0.644,137.259,4,171000,1978,Greece,Tania Tsanaklidou,Charlie Chaplin,1978 Greece,1970,0.497 0.43 7 -9.78 1 0.0438 0.836 0 0.319 0.644 137.259,Hellenic/Anatolian,Southern,Middle
0.562,0.966,0,-4.81,0,0.154,0.116,0,0.0984,0.555,143.623,4,179413,1978,Israel,Izhar Cohen and the Alphabeta,A-Ba-Ni-Bi,1978 Israel,1970,0.562 0.966 0 -4.81 0 0.154 0.116 0 0.0984 0.555 143.623,Hellenic/Anatolian,Southern,Middle
0.537,0.432,1,-11.684,1,0.0294,0.479,0.00101,0.169,0.631,145.486,4,261026,1978,Italy,Ricchi e Poveri,Questo Amore,1978 Italy,1970,0.537 0.432 1 -11.684 1 0.0294 0.479 0.00101 0.169 0.631 145.486,Southern Europe,Southern,Middle
0.525,0.876,5,-7.937,1,0.121,0.039,1.15E-06,0.116,0.84,126.522,4,264013,1978,Luxembourg,Baccara,Parlez-vous Fran<e7>ais?,1978 Luxembourg,1970,0.525 0.876 5 -7.937 1 0.121 0.039 1.15e-06 0.116 0.84 126.522,Western Europe,Western_Europe_Australia,Middle
0.731,0.83,11,-5.273,0,0.0296,0.074,0,0.174,0.894,120.093,4,208106,1978,Monaco,Caline and Olivier Toussaint,Les Jardins De Monaco,1978 Monaco,1970,0.731 0.83 11 -5.273 0 0.0296 0.074 0 0.174 0.894 120.093,Western Europe,Western_Europe_Australia,Middle
0.497,0.831,11,-6.638,0,0.0647,0.547,0,0.452,0.805,143.208,4,155360,1978,Netherlands,Harmony,'t Is Ok,1978 Netherlands,1970,0.497 0.831 11 -6.638 0 0.0647 0.547 0 0.452 0.805 143.208,Western Europe,Western_Europe_Australia,Middle
0.644,0.594,7,-8.396,1,0.0291,0.221,2.01E-05,0.0858,0.723,118.879,4,185666,1978,Norway,Jahn Teigen,Mil Etter Mil,1978 Norway,1970,0.644 0.594 7 -8.396 1 0.0291 0.221 2.01e-05 0.0858 0.723 118.879,Nordic,Northern_Europe,Middle
0.557,0.649,5,-12.429,0,0.161,0.725,6.73E-06,0.132,0.96,165.057,4,137466,1978,Portugal,Gemini,Dai-li-dou,1978 Portugal,1970,0.557 0.649 5 -12.429 0 0.161 0.725 6.73e-06 0.132 0.96 165.057,Southern Europe,Southern,Middle
0.571,0.85,0,-4.479,1,0.0325,0.264,0.00477,0.214,0.727,98.829,3,187533,1978,Spain,Jos<e9> V<e9>lez,Bailemos Un Vals,1978 Spain,1970,0.571 0.85 0 -4.479 1 0.0325 0.264 0.00477 0.214 0.727 98.829,Southern Europe,Southern,Middle
0.499,0.6,5,-6.929,1,0.0294,0.127,0,0.172,0.498,77.979,4,182613,1978,Sweden,Bj<f6>rn Skifs,Det Blir Alltid V<e4>rre Fram<e5>t Natten,1978 Sweden,1970,0.499 0.6 5 -6.929 1 0.0294 0.127 0 0.172 0.498 77.979,Nordic,Northern_Europe,Middle
0.451,0.843,0,-3.9,1,0.0445,0.074,1.63E-06,0.0636,0.729,152.184,4,162600,1978,Turkey,Nazar,Sevince,1978 Turkey,1970,0.451 0.843 0 -3.9 1 0.0445 0.074 1.63e-06 0.0636 0.729 152.184,Hellenic/Anatolian,Southern,Middle
0.618,0.655,7,-14.237,0,0.0781,0.0324,0,0.337,0.833,133.385,4,168733,1979,Denmark,Tommy Seebach,Disco Tango,1979 Denmark,1970,0.618 0.655 7 -14.237 0 0.0781 0.0324 0 0.337 0.833 133.385,Nordic,Northern_Europe,Middle
0.678,0.416,9,-9.915,1,0.0533,0.522,0,0.12,0.525,125.282,4,175693,1979,Finland,Katri-Helena,Katson Sineen Taivaan,1979 Finland,1970,0.678 0.416 9 -9.915 1 0.0533 0.522 0 0.12 0.525 125.282,Nordic,Northern_Europe,Middle
0.544,0.669,3,-4.314,0,0.0283,0.651,1.35E-06,0.178,0.462,100.473,3,159013,1979,France,Anne-Marie David,Je Suis L'enfant-soleil,1979 France,1970,0.544 0.669 3 -4.314 0 0.0283 0.651 1.35e-06 0.178 0.462 100.473,Western Europe,Western_Europe_Australia,Middle
0.674,0.924,4,-6.136,0,0.0643,0.397,0,0.103,0.949,140.832,4,183066,1979,Germany,Dschinghis Khan,,1979 Germany,1970,0.674 0.924 4 -6.136 0 0.0643 0.397 0 0.103 0.949 140.832,Central Europe,Central_Europe,Middle
0.576,0.596,5,-8.399,0,0.0318,0.651,0,0.436,0.785,137.566,4,181013,1979,Greece,Elpida,Socrati,1979 Greece,1970,0.576 0.596 5 -8.399 0 0.0318 0.651 0 0.436 0.785 137.566,Hellenic/Anatolian,Southern,Middle
0.494,0.548,2,-9.202,1,0.0318,0.643,0,0.111,0.477,102.249,4,220466,1979,Ireland,Cathal Dunne,Happy Man,1979 Ireland,1970,0.494 0.548 2 -9.202 1 0.0318 0.643 0 0.111 0.477 102.249,Western Europe,Western_Europe_Australia,Middle
0.519,0.523,1,-9.93,1,0.0295,0.523,5.92E-06,0.145,0.558,133.9,4,200720,1979,Israel,Milk and Honey,Hallelujah,1979 Israel,1970,0.519 0.523 1 -9.93 1 0.0295 0.523 5.92e-06 0.145 0.558 133.9,Hellenic/Anatolian,Southern,Middle
0.69,0.656,6,-6.229,0,0.0334,0.458,0.000538,0.313,0.652,97.778,4,223186,1979,Italy,Matia Bazar,Raggio Di Luna,1979 Italy,1970,0.69 0.656 6 -6.229 0 0.0334 0.458 0.000538 0.313 0.652 97.778,Southern Europe,Southern,Middle
0.669,0.568,7,-10.004,1,0.0331,0.396,0.00221,0.321,0.962,136.133,4,177173,1979,Netherlands,Xandra,Colorado,1979 Netherlands,1970,0.669 0.568 7 -10.004 1 0.0331 0.396 0.00221 0.321 0.962 136.133,Western Europe,Western_Europe_Australia,Middle
0.744,0.514,0,-12.226,1,0.0398,0.855,0.000127,0.0891,0.843,126.167,4,197080,1979,Norway,Anita Skorgan,Oliver,1979 Norway,1970,0.744 0.514 0 -12.226 1 0.0398 0.855 0.000127 0.0891 0.843 126.167,Nordic,Northern_Europe,Middle
0.355,0.645,4,-5.813,0,0.0397,0.483,0,0.12,0.445,97.81,4,178093,1979,Portugal,Manuela Bravo,"Sobe, Sobe, Bal<e3>o Sobe",1979 Portugal,1970,0.355 0.645 4 -5.813 0 0.0397 0.483 0 0.12 0.445 97.81,Southern Europe,Southern,Middle
0.792,0.417,2,-13.948,1,0.0317,0.127,0,0.303,0.832,99.935,4,183093,1979,Spain,Betty Missiego,Su Canci<f3>n,1979 Spain,1970,0.792 0.417 2 -13.948 1 0.0317 0.127 0 0.303 0.832 99.935,Southern Europe,Southern,Middle
0.511,0.79,10,-4.376,1,0.0405,0.26,0,0.0585,0.948,108.368,4,257586,1979,Sweden,Ted G<e4>rdestad,Satellit,1979 Sweden,1970,0.511 0.79 10 -4.376 1 0.0405 0.26 0 0.0585 0.948 108.368,Nordic,Northern_Europe,Middle
0.718,0.812,1,-6.807,1,0.0564,0.143,0,0.0507,0.96,118.291,4,167053,1979,Switzerland,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Tr<f6>dler Und Co.,1979 Switzerland,1970,0.718 0.812 1 -6.807 1 0.0564 0.143 0 0.0507 0.96 118.291,Central Europe,Central_Europe,Middle
0.723,0.92,7,-10.271,1,0.0495,0.0142,0.00159,0.407,0.926,137.1,4,163266,1980,Belgium,Telex,Euro-vision,1980 Belgium,1980,0.723 0.92 7 -10.271 1 0.0495 0.0142 0.00159 0.407 0.926 137.1,Western Europe,Western_Europe_Australia,Middle
0.37,0.561,5,-7.167,1,0.0264,0.709,0,0.387,0.574,91.965,4,184893,1980,Denmark,Bamses Venner,T<e6>nker Altid P<e5> Dig,1980 Denmark,1980,0.37 0.561 5 -7.167 1 0.0264 0.709 0 0.387 0.574 91.965,Nordic,Northern_Europe,Middle
0.563,0.676,1,-11.677,1,0.304,0.325,0,0.203,0.818,161.436,4,182506,1980,Finland,Vesa-Matti Loiri,Huilumies,1980 Finland,1980,0.563 0.676 1 -11.677 1 0.304 0.325 0 0.203 0.818 161.436,Nordic,Northern_Europe,Middle
0.527,0.503,10,-9.118,1,0.0332,0.609,0,0.321,0.627,92.705,4,167826,1980,Germany,Katja Ebstein,Theater,1980 Germany,1980,0.527 0.503 10 -9.118 1 0.0332 0.609 0 0.321 0.627 92.705,Central Europe,Central_Europe,Middle
0.554,0.709,10,-5.152,1,0.0588,0.374,2.28E-06,0.0678,0.952,175.042,4,183893,1980,Greece,Anna Vissi and the Epikouri,Otostop,1980 Greece,1980,0.554 0.709 10 -5.152 1 0.0588 0.374 2.28e-06 0.0678 0.952 175.042,Hellenic/Anatolian,Southern,Middle
0.469,0.581,9,-7.836,0,0.0264,0.187,3.97E-06,0.432,0.315,103.725,4,178422,1980,Ireland,Johnny Logan,What's Another Year,1980 Ireland,1980,0.469 0.581 9 -7.836 0 0.0264 0.187 3.97e-06 0.432 0.315 103.725,Western Europe,Western_Europe_Australia,Middle
0.634,0.439,6,-14.653,1,0.05,0.079,0.000221,0.188,0.727,87.057,4,249866,1980,Italy,Alan Sorrenti,Non So Che Darei,1980 Italy,1980,0.634 0.439 6 -14.653 1 0.05 0.079 0.000221 0.188 0.727 87.057,Southern Europe,Southern,Middle
0.366,0.383,5,-9.994,0,0.0298,0.768,0.00047,0.355,0.424,79.243,4,150222,1980,Netherlands,Maggie MacNeal,Amsterdam,1980 Netherlands,1980,0.366 0.383 5 -9.994 0 0.0298 0.768 0.00047 0.355 0.424 79.243,Western Europe,Western_Europe_Australia,Middle
0.362,0.279,2,-9.411,1,0.0304,0.9,9.10E-06,0.558,0.35,99.237,4,191066,1980,Norway,Sverre Kjellsberg & Mattis H<e6>tta,S<e1>miid <c6>dnan,1980 Norway,1980,0.362 0.279 2 -9.411 1 0.0304 0.9 9.1e-06 0.558 0.35 99.237,Nordic,Northern_Europe,Middle
0.505,0.712,7,-8.375,1,0.0316,0.19,0,0.817,0.84,141.877,4,178360,1980,Portugal,Jos<e9> Cid,"Um Grande, Grande Amor",1980 Portugal,1980,0.505 0.712 7 -8.375 1 0.0316 0.19 0 0.817 0.84 141.877,Southern Europe,Southern,Middle
0.827,0.678,4,-10.635,0,0.102,0.539,0,0.634,0.701,127.428,4,172095,1980,Spain,Trigo Limpio,Qu<e9>date Esta Noche,1980 Spain,1980,0.827 0.678 4 -10.635 0 0.102 0.539 0 0.634 0.701 127.428,Southern Europe,Southern,Middle
0.773,0.817,9,-5.677,0,0.0391,0.0503,0.00602,0.147,0.841,139.923,4,167440,1980,Sweden,Tomas Ledin,Just Nu!,1980 Sweden,1980,0.773 0.817 9 -5.677 0 0.0391 0.0503 0.00602 0.147 0.841 139.923,Nordic,Northern_Europe,Middle
0.405,0.554,10,-10.433,1,0.0587,0.282,0,0.375,0.594,143.335,4,186040,1980,Switzerland,Paola,Cin<e9>ma,1980 Switzerland,1980,0.405 0.554 10 -10.433 1 0.0587 0.282 0 0.375 0.594 143.335,Central Europe,Central_Europe,Middle
0.741,0.749,4,-9.233,0,0.182,0.576,0,0.239,0.795,114.22,4,180950,1980,Turkey,Ajda Pekkan,Petr'oil,1980 Turkey,1980,0.741 0.749 4 -9.233 0 0.182 0.576 0 0.239 0.795 114.22,Hellenic/Anatolian,Southern,Middle
0.621,0.634,4,-5.882,1,0.0354,0.716,0.000343,0.166,0.679,130.113,4,178680,1980,United Kingdom,Prima Donna,Love Enough For Two,1980 United Kingdom,1980,0.621 0.634 4 -5.882 1 0.0354 0.716 0.000343 0.166 0.679 130.113,Western Europe,Western_Europe_Australia,Middle
0.435,0.711,2,-14.974,1,0.0739,0.0793,0,0.321,0.795,117.406,4,172266,1981,Denmark,Debbie Cameron and Tommy Seebach,Kr<f8>ller Eller Ej,1981 Denmark,1980,0.435 0.711 2 -14.974 1 0.0739 0.0793 0 0.321 0.795 117.406,Nordic,Northern_Europe,Middle
0.713,0.875,7,-3.134,1,0.0746,0.0174,7.38E-06,0.538,0.949,129.991,4,165106,1981,Finland,Riki Sorsa,Reggae O.k.,1981 Finland,1980,0.713 0.875 7 -3.134 1 0.0746 0.0174 7.38e-06 0.538 0.949 129.991,Nordic,Northern_Europe,Middle
0.627,0.449,5,-9.176,1,0.03,0.779,1.29E-06,0.162,0.546,113.969,4,181466,1981,Germany,Lena Valaitis,Johnny Blue,1981 Germany,1980,0.627 0.449 5 -9.176 1 0.03 0.779 1.29e-06 0.162 0.546 113.969,Central Europe,Central_Europe,Middle
0.722,0.656,7,-5.497,1,0.0414,0.292,0,0.165,0.767,132.676,4,158070,1981,Ireland,Sheeba,Horoscopes,1981 Ireland,1980,0.722 0.656 7 -5.497 1 0.0414 0.292 0 0.165 0.767 132.676,Western Europe,Western_Europe_Australia,Middle
0.517,0.74,3,-11.571,1,0.0434,0.355,0.000111,0.0547,0.713,116.044,4,220000,1981,Israel,Habibi,Halaylah,1981 Israel,1980,0.517 0.74 3 -11.571 1 0.0434 0.355 0.000111 0.0547 0.713 116.044,Hellenic/Anatolian,Southern,Middle
0.429,0.341,0,-11.342,1,0.0324,0.779,0.000676,0.0767,0.267,145.876,4,178038,1981,Luxembourg,Jean-Claude Pascal,C'est Peut-<ea>tre Pas L'Am<e9>rique,1981 Luxembourg,1980,0.429 0.341 0 -11.342 1 0.0324 0.779 0.000676 0.0767 0.267 145.876,Western Europe,Western_Europe_Australia,Middle
0.486,0.513,0,-9.397,1,0.0349,0.746,0.00213,0.113,0.394,129.131,4,247226,1981,Norway,Finn Kalvik,Aldri i Livet,1981 Norway,1980,0.486 0.513 0 -9.397 1 0.0349 0.746 0.00213 0.113 0.394 129.131,Nordic,Northern_Europe,Middle
0.894,0.649,9,-7.553,0,0.0604,0.415,1.55E-05,0.0899,0.961,138.716,4,187333,1981,Portugal,Carlos Pai<e3>o,Play-back,1981 Portugal,1980,0.894 0.649 9 -7.553 0 0.0604 0.415 1.55e-05 0.0899 0.961 138.716,Southern Europe,Southern,Middle
0.549,0.846,9,-5.182,1,0.0569,0.384,0,0.128,0.933,97.898,4,208106,1981,Spain,Bacchelli,Y Solo T<fa>,1981 Spain,1980,0.549 0.846 9 -5.182 1 0.0569 0.384 0 0.128 0.933 97.898,Southern Europe,Southern,Middle
0.703,0.825,5,-5.495,0,0.0314,0.0343,0,0.611,0.794,124.765,4,177200,1981,Sweden,Bj<f6>rn Skifs,F<e5>ngad I En Dr<f6>m,1981 Sweden,1980,0.703 0.825 5 -5.495 0 0.0314 0.0343 0 0.611 0.794 124.765,Nordic,Northern_Europe,Middle
0.268,0.512,11,-6.957,1,0.0312,0.2,0,0.173,0.281,135.133,4,176746,1981,Switzerland,"Peter, Sue and Marc",Io Senza Tei,1981 Switzerland,1980,0.268 0.512 11 -6.957 1 0.0312 0.2 0 0.173 0.281 135.133,Central Europe,Central_Europe,Middle
0.63,0.873,0,-6.022,0,0.0703,0.214,1.76E-05,0.459,0.693,104.07,4,166533,1981,Turkey,Modern Folk Trio and Ayseg<fc>l,D<f6>nme Dolap,1981 Turkey,1980,0.63 0.873 0 -6.022 0 0.0703 0.214 1.76e-05 0.459 0.693 104.07,Hellenic/Anatolian,Southern,Middle
0.64,0.834,2,-9.413,1,0.0534,0.278,0,0.0459,0.971,173.565,4,158440,1981,United Kingdom,Bucks Fizz,Making Your Mind Up,1981 United Kingdom,1980,0.64 0.834 2 -9.413 1 0.0534 0.278 0 0.0459 0.971 173.565,Western Europe,Western_Europe_Australia,Middle
0.486,0.646,9,-8.041,1,0.0988,0.601,0,0.0962,0.757,129.748,3,168560,1981,Yugoslavia,Seid-Memic Vajta,Leila,1981 Yugoslavia,1980,0.486 0.646 9 -8.041 1 0.0988 0.601 0 0.0962 0.757 129.748,Balkans,Eastern_Europe,Middle
0.704,0.87,0,-4.435,1,0.0277,0.168,0.0668,0.0606,0.968,150.443,4,185066,1982,Austria,Mess,Sonntag,1982 Austria,1980,0.704 0.87 0 -4.435 1 0.0277 0.168 0.0668 0.0606 0.968 150.443,Central Europe,Central_Europe,Middle
0.485,0.61,10,-6.839,0,0.0252,0.445,1.51E-06,0.207,0.544,86.244,4,164760,1982,Cyprus,Anna Vissi,Mono I Agapi,1982 Cyprus,1980,0.485 0.61 10 -6.839 0 0.0252 0.445 1.51e-06 0.207 0.544 86.244,Hellenic/Anatolian,Southern,Middle
0.564,0.484,0,-13.288,1,0.0489,0.0661,0,0.0915,0.88,173.582,4,155626,1982,Denmark,Brixx,Video-video,1982 Denmark,1980,0.564 0.484 0 -13.288 1 0.0489 0.0661 0 0.0915 0.88 173.582,Nordic,Northern_Europe,Middle
0.412,0.828,2,-9.34,1,0.118,0.144,0,0.313,0.575,153.095,4,188333,1982,Finland,Kojo,Nuku Pommiin,1982 Finland,1980,0.412 0.828 2 -9.34 1 0.118 0.144 0 0.313 0.575 153.095,Nordic,Northern_Europe,Middle
0.598,0.709,5,-6.748,0,0.0464,0.315,0,0.0533,0.694,138.078,4,178853,1982,Germany,Nicole,Ein Bi<df>chen Frieden,1982 Germany,1980,0.598 0.709 5 -6.748 0 0.0464 0.315 0 0.0533 0.694 138.078,Central Europe,Central_Europe,Middle
0.787,0.582,7,-12.899,0,0.0534,0.0135,0.0538,0.0934,0.496,133.032,4,231760,1982,Ireland,The Duskeys,"Here Today, Gone Tomorrow",1982 Ireland,1980,0.787 0.582 7 -12.899 0 0.0534 0.0135 0.0538 0.0934 0.496 133.032,Western Europe,Western_Europe_Australia,Middle
0.549,0.731,6,-6.72,0,0.111,0.729,0,0.577,0.644,116.572,4,178480,1982,Israel,Avi Toledano,Hora,1982 Israel,1980,0.549 0.731 6 -6.72 0 0.111 0.729 0 0.577 0.644 116.572,Hellenic/Anatolian,Southern,Middle
0.659,0.398,0,-13.046,1,0.0361,0.816,6.79E-05,0.269,0.508,118.477,4,203917,1982,Luxembourg,Svetlana,Cour Apres Le Temps,1982 Luxembourg,1980,0.659 0.398 0 -13.046 1 0.0361 0.816 6.79e-05 0.269 0.508 118.477,Western Europe,Western_Europe_Australia,Middle
